;;;;;;Shot;BP;BP3rd;BPBox;Goal;Cross;PassBox;Pass3rd;Corner;TackWon;Danger;OutpOpp;Shot_diff;BP_diff;BP3rd_diff;BPBox_diff;Goal_diff;Cross_diff;PassBox_diff;Pass3rd_diff;Corner_diff;TackWon_diff;Danger_diff;OutpOpp_diff;EntrBox;Entr3rd;EntrBox_diff;Entr3rd_diff
1;Team_1;Team_2;26677;26801;172;0;25;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;26802;26926;173;0;100;65;0;0;0;0;1;0;0;0;3;0;100;65;0;0;0;0;1;0;0;0;3;0;1;1;0
1;Team_1;Team_2;26927;27051;174;0;78;78;0;0;0;0;0;0;0;3,68889223;0;0;42;78;0;0;0;0;0;0;0;3,68889223;0;0;0;0;0
1;Team_1;Team_2;27052;27176;175;0;13;0;0;0;0;0;0;0;1;0;0;0;-44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;27177;27301;176;0;89;0;0;0;0;0;0;0;1;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;27302;27426;177;0;64;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;27427;27551;178;0;108;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;27552;27676;179;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;27677;27801;180;0;64;23;0;0;0;0;1;0;0;0,871042601;4;0;64;23;0;0;0;0;1;0;0;0,871042601;4;0;1;1;0
1;Team_1;Team_2;27802;27926;181;0;61;49;0;0;0;0;0;0;0;0;0;0;47;49;0;0;0;0;0;0;0;0;-2;0;0;0;0
1;Team_1;Team_2;27927;28051;182;0;0;0;0;0;0;0;0;0;0;0;0;0;-95;-84;-26;0;0;0;0;0;0;0;0;0;0;-1;-1
1;Team_1;Team_2;28052;28176;183;0;0;0;0;0;0;0;0;0;0;0;0;0;-13;-13;-13;0;0;0;0;0;0;-2,903878698;0;0;0;0;0
1;Team_1;Team_2;28177;28704;184;0;0;0;0;0;0;0;0;0;0;0;0;0;-12;-12;0;0;0;0;-1;0;0;-0,784669135;-3;0;0;0;0
1;Team_1;Team_2;28705;28829;185;0;0;0;0;0;0;0;0;0;0;0;0;0;-98;-72;0;0;0;0;-1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;28830;28954;186;0;0;0;0;0;0;0;0;0;0;0;0;0;-66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;28955;29079;187;0;0;0;0;0;0;0;0;0;0;0;0;0;-78;-41;0;0;0;0;-1;0;0;0;-7;0;0;-1;0
1;Team_1;Team_2;29080;29204;188;0;5;0;0;0;0;0;0;0;0;0;0;0;-31;-36;0;0;-1;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;29205;30017;189;0;3;0;0;0;0;0;0;0;1;0;0;0;-50;-53;0;0;0;0;-1;0;0;-1,36194416;-3;0;0;0;0
1;Team_1;Team_2;30018;30142;190;0;57;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;30143;30267;191;0;33;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;30268;30392;192;0;93;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;30393;30517;193;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;30518;30642;194;0;77;0;0;0;0;0;0;0;0;0;4;0;77;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;Team_1;Team_2;30643;30946;195;0;28;28;0;0;0;0;0;0;0;0,278704192;0;0;-23;28;0;0;0;0;0;0;0;0,278704192;0;0;1;1;0
1;Team_1;Team_2;30947;31071;196;0;0;0;0;0;0;0;0;0;0;0;0;0;-57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31072;31196;197;0;0;0;0;0;0;0;0;0;0;0;0;0;-69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31197;31321;198;0;0;0;0;0;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31322;31446;199;0;0;0;0;0;0;0;0;0;0;0;0;0;-73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31447;31571;200;0;0;0;0;0;0;0;0;0;0;0;0;0;-76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31572;31696;201;0;68;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31697;31821;202;0;11;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;31822;31946;203;0;65;8;0;0;0;0;0;0;0;0;0;0;55;8;0;0;0;0;0;0;0;0;0;0;1;1;0
1;Team_1;Team_2;31947;32071;204;0;105;4;0;0;0;0;0;0;0;0,542888511;0;0;105;4;0;0;0;0;0;0;0;0,542888511;0;0;0;0;0
1;Team_1;Team_2;32072;32196;205;0;70;36;0;0;0;0;0;0;0;0;2;0;70;36;0;0;0;0;0;0;0;0;2;0;0;0;0
1;Team_1;Team_2;32197;32321;206;0;88;88;0;0;0;0;2;0;0;3,184419375;2;0;88;88;0;0;0;0;2;0;0;3,184419375;2;0;0;0;0
1;Team_1;Team_2;32322;32446;207;0;79;79;0;0;0;0;2;0;0;0;5;0;79;79;0;0;0;0;2;0;0;0;5;0;0;0;0
1;Team_1;Team_2;32447;32571;208;0;72;35;0;0;0;0;1;0;0;0;0;0;72;35;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;32572;32696;209;0;79;11;0;0;0;0;1;0;0;0,303579604;0;0;79;11;0;0;0;0;1;0;0;0,303579604;0;0;0;0;0
1;Team_1;Team_2;32697;32821;210;0;66;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;32822;32946;211;0;93;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;32947;33344;212;0;57;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;33345;33469;213;0;79;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;33470;33594;214;0;91;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;33595;33719;215;0;74;0;0;0;0;0;0;0;0;0;10;0;74;0;0;0;0;0;0;0;0;0;10;0;0;0;0
1;Team_1;Team_2;33720;33844;216;0;83;83;0;0;0;0;1;0;0;0;0;0;83;83;0;0;0;0;1;0;0;0;0;0;1;1;0
1;Team_1;Team_2;33845;33969;217;0;122;122;0;0;0;0;1;0;1;0;0;0;122;122;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;33970;34094;218;0;107;107;3;0;0;1;1;0;1;0;3;0;107;107;3;0;0;1;1;0;0;0;3;1;0;0;1
1;Team_1;Team_2;34095;34219;219;0;31;31;6;0;0;0;0;0;0;0;0;0;-18;31;6;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;34220;35775;220;0;6;6;0;0;0;0;0;0;0;0;0;0;-7;6;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;35776;35900;221;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;35901;36025;222;0;0;0;0;0;0;0;0;0;0;0;0;0;-55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;36026;36150;223;0;0;0;0;0;0;0;0;0;0;0;0;0;-125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;36151;36275;224;0;0;0;0;0;0;0;0;0;0;0;0;0;-105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;36276;36400;225;0;0;0;0;0;0;0;0;0;0;0;0;0;-107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;36401;36525;226;0;0;0;0;0;0;0;0;0;0;0;0;0;-47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;36526;36650;227;0;0;0;0;0;0;0;0;0;1;0;0;0;-109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;36651;36775;228;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;-4;0;0;0;0
1;Team_1;Team_2;36776;36900;229;0;11;0;0;0;0;0;0;0;1;0;0;0;-85;-96;0;0;0;0;0;0;0;-0,70142635;0;0;0;-1;0
1;Team_1;Team_2;36901;37201;230;0;58;0;0;0;0;0;0;0;0;0;0;0;1;-29;0;0;0;0;-1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;37202;37326;231;0;0;0;0;0;0;0;0;0;0;0;0;0;-66;0;0;0;0;0;0;0;0;0;-2;0;0;0;0
1;Team_1;Team_2;37327;37451;232;0;0;0;0;0;0;0;0;0;0;0;0;0;-91;-91;0;0;0;0;-1;0;0;0;-1;0;0;-1;0
1;Team_1;Team_2;37452;37576;233;0;44;0;0;0;0;0;0;0;0;0;0;0;-6;-50;0;0;0;0;0;0;0;-1,04206828;0;0;0;0;0
1;Team_1;Team_2;37577;37701;234;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;37702;37826;235;0;81;0;0;0;0;0;0;0;1;0;4;0;81;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;Team_1;Team_2;37827;37951;236;0;82;82;0;0;0;0;0;0;0;0;0;0;82;82;0;0;0;0;0;0;0;0;0;0;1;1;0
1;Team_1;Team_2;37952;38076;237;0;108;108;12;0;0;1;1;0;0;7,393575481;0;0;108;108;12;0;0;1;1;0;0;7,393575481;0;1;0;0;1
1;Team_1;Team_2;38077;38201;238;1;92;92;0;0;0;0;0;0;0;0;0;1;84;92;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38202;38326;239;0;0;0;0;0;0;0;0;0;0;0;0;0;-125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38327;38451;240;0;0;0;0;0;0;0;0;0;0;0;0;0;-125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38452;38576;241;0;0;0;0;0;0;0;0;0;0;0;0;0;-67;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38577;38701;242;0;0;0;0;0;0;0;0;0;0;0;0;0;-89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38702;38826;243;0;0;0;0;0;0;0;0;0;0;0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38827;38951;244;0;0;0;0;0;0;0;0;0;0;0;0;0;-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;38952;39076;245;0;0;0;0;0;0;0;0;0;0;0;0;0;-88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39077;39201;246;0;0;0;0;0;0;0;0;0;0;0;0;0;-63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39202;39326;247;0;0;0;0;0;0;0;0;0;0;0;0;0;-41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39327;39451;248;0;0;0;0;0;0;0;0;0;0;0;0;0;-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39452;39576;249;0;32;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39577;39701;250;0;72;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39702;39826;251;0;69;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39827;39951;252;0;78;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;39952;40076;253;0;111;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;40077;40201;254;0;76;0;0;0;0;0;0;0;1;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;40202;40531;255;0;46;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;40532;40656;256;0;47;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;40657;40781;257;0;17;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;40782;40906;258;0;76;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;40907;41031;259;0;78;63;0;0;0;0;1;0;0;0;8;0;78;63;0;0;0;0;1;0;0;0;8;0;1;1;0
1;Team_1;Team_2;41032;41156;260;0;45;45;22;0;0;0;0;0;0;1,166093012;0;0;33;45;22;0;0;0;0;0;0;1,166093012;0;1;0;0;1
1;Team_1;Team_2;41157;41281;261;0;23;0;0;0;0;0;0;0;0;0;3;0;23;0;0;0;0;0;0;0;0;0;3;0;0;0;0
1;Team_1;Team_2;41282;41406;262;0;41;41;0;0;0;0;0;0;0;0;0;0;-7;41;0;0;0;0;0;0;0;0;0;0;1;1;0
1;Team_1;Team_2;41407;41531;263;0;5;5;0;0;0;0;0;0;0;0;0;0;-43;5;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;41532;42227;264;0;27;27;0;0;0;0;0;0;0;1,014221271;0;0;-23;27;0;0;0;0;0;0;0;1,014221271;0;0;0;0;0
1;Team_1;Team_2;42228;42352;265;0;0;0;0;0;0;0;0;0;0;0;0;0;-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;42353;42671;266;0;62;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;42672;42796;267;0;103;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;42797;42921;268;0;58;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;42922;43046;269;0;13;13;0;0;0;0;0;0;0;0,576756076;0;0;-21;13;0;0;0;0;0;0;0;0,576756076;0;0;1;1;0
1;Team_1;Team_2;43047;43316;270;0;3;0;0;0;0;0;0;0;1;0;0;0;-37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;43317;44944;271;0;86;0;0;0;0;0;0;0;1;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;44945;45069;272;0;72;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45070;45194;273;0;78;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45195;45319;274;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45320;45444;275;0;70;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45445;45569;276;0;86;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45570;45694;277;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45695;45819;278;0;75;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45820;45944;279;0;107;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;45945;46069;280;0;65;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;46070;46194;281;0;46;0;0;0;0;0;0;0;0;0;8;0;46;0;0;0;0;0;0;0;0;0;8;0;0;0;0
1;Team_1;Team_2;46195;46319;282;0;81;81;0;0;1;0;0;0;0;0,703195891;0;0;77;81;0;0;1;0;0;0;0;0,703195891;0;0;1;1;0
1;Team_1;Team_2;46320;46559;283;0;14;14;0;0;0;0;0;0;0;0,696789456;0;0;-21;14;0;0;0;0;0;0;0;0,696789456;0;0;0;0;0
1;Team_1;Team_2;46560;46684;284;0;31;26;0;0;0;0;0;0;0;0;0;0;-42;26;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;46685;46809;285;0;0;0;0;0;0;0;0;0;0;0;0;0;-103;-84;-23;0;0;0;0;0;0;0;0;0;0;-1;-1
1;Team_1;Team_2;46810;47413;286;0;32;0;0;0;0;0;0;0;0;0;0;-1;9;-23;-23;0;0;0;0;0;0;-3,709789586;0;0;0;0;0
1;Team_1;Team_2;47414;47538;287;0;59;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;47539;47663;288;0;3;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;47664;47788;289;0;73;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;47789;47913;290;0;96;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;47914;48038;291;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;48039;48163;292;0;105;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;48164;48684;293;0;51;18;0;0;0;0;0;0;0;0,524179796;8;0;40;18;0;0;0;0;0;0;0;0,524179796;8;0;1;1;0
1;Team_1;Team_2;48685;48809;294;0;0;0;0;0;0;0;0;0;0;0;0;0;-58;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;48810;48934;295;0;0;0;0;0;0;0;0;0;0;0;0;0;-72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;48935;49059;296;0;0;0;0;0;0;0;0;0;0;0;0;0;-73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;49060;49184;297;0;76;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;49185;49309;298;0;85;0;0;0;0;0;0;0;0;0;6;0;85;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1;Team_1;Team_2;49310;49434;299;0;52;46;0;0;0;0;1;0;0;1,203205277;1;0;52;46;0;0;0;0;1;0;0;1,203205277;1;0;1;1;0
1;Team_1;Team_2;49435;49559;300;0;116;70;0;0;0;0;1;0;1;0;0;0;116;70;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;49560;49684;301;0;105;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;49685;50210;302;0;10;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;0;0;0;0;0;0;3;0;0;0;0
1;Team_1;Team_2;50211;50335;303;0;23;14;0;0;0;0;1;0;1;0,476430461;0;0;16;14;0;0;0;0;1;0;0;0,476430461;0;0;1;1;0
1;Team_1;Team_2;50336;50460;304;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;50461;50585;305;0;63;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;50586;50710;306;0;113;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;50711;50835;307;0;98;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;50836;50960;308;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;50961;51085;309;0;91;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;51086;51210;310;0;51;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;51211;51709;311;0;0;0;0;0;0;0;0;0;0;0;0;0;-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;51710;51834;312;0;0;0;0;0;0;0;0;0;0;0;0;0;-48;0;0;0;0;0;0;0;0;0;-2;0;0;0;0
1;Team_1;Team_2;51835;51959;313;0;0;0;0;0;0;0;0;0;0;0;0;0;-59;-45;0;0;0;0;-1;0;0;-0,904891513;-3;0;0;-1;0
1;Team_1;Team_2;51960;52084;314;0;31;0;0;0;0;0;0;0;0;0;0;0;-36;-67;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;52085;52209;315;0;97;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;52210;52334;316;0;69;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;52335;52459;317;0;79;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;52460;52584;318;0;109;22;0;0;0;0;0;0;0;0,5748849;5;0;109;22;0;0;0;0;0;0;0;0,5748849;5;0;1;1;0
1;Team_1;Team_2;52585;52709;319;0;82;35;0;0;0;0;2;0;0;0;0;0;82;35;0;0;0;0;2;0;0;0;0;0;0;0;0
1;Team_1;Team_2;52710;52834;320;0;55;54;0;0;0;0;0;0;0;0,590141896;0;0;55;54;0;0;0;0;0;0;0;0,590141896;0;0;0;0;0
1;Team_1;Team_2;52835;52959;321;0;40;14;0;0;0;0;0;0;0;0;0;0;40;14;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;52960;53084;322;0;120;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53085;53209;323;0;65;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53210;53334;324;0;82;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53335;53459;325;0;99;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53460;53584;326;0;90;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53585;53709;327;0;106;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53710;53834;328;0;95;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53835;53959;329;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;53960;54084;330;0;95;1;0;0;0;0;0;0;0;0,417663793;1;0;93;1;0;0;0;0;0;0;0;0,417663793;1;0;1;1;0
1;Team_1;Team_2;54085;54209;331;0;0;0;0;0;0;0;0;0;0;0;0;0;-63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;54210;54334;332;0;0;0;0;0;0;0;0;0;0;0;0;0;-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;54335;54740;333;0;0;0;0;0;0;0;0;0;0;0;0;0;-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;54741;54865;334;0;0;0;0;0;0;0;0;0;0;0;0;0;-76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;54866;54990;335;0;0;0;0;0;0;0;0;0;0;0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;54991;55115;336;0;0;0;0;0;0;0;0;0;0;0;0;0;-78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;55116;55240;337;0;0;0;0;0;0;0;0;0;0;0;0;0;-67;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;55241;55365;338;0;0;0;0;0;0;0;0;0;0;0;0;0;-85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;55366;55490;339;0;13;0;0;0;0;0;0;0;0;0;0;0;-52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;55491;55615;340;0;125;2;0;0;0;0;0;0;0;0,318731412;0;0;125;2;0;0;0;0;0;0;0;0,318731412;0;0;1;1;0
1;Team_1;Team_2;55616;56000;341;0;44;44;0;0;0;0;1;0;0;0,772336298;2;0;39;44;0;0;0;0;1;0;0;0,772336298;2;0;0;0;0
1;Team_1;Team_2;56001;56254;342;0;53;53;0;0;0;0;2;0;1;0;2;0;41;53;0;0;0;0;2;0;0;0;2;0;0;0;0
1;Team_1;Team_2;56255;56379;343;0;35;35;0;0;0;0;2;0;1;0;0;0;-4;35;0;0;0;0;2;0;0;0;0;0;0;0;0
1;Team_1;Team_2;56380;56504;344;0;77;77;0;0;0;0;2;0;0;9,272835909;0;0;77;77;0;0;0;0;2;0;0;9,272835909;0;0;0;0;0
1;Team_1;Team_2;56505;57278;345;0;3;3;0;0;1;0;0;1;0;0;0;0;-5;3;0;0;1;0;0;1;0;0;0;0;0;0;0
1;Team_1;Team_2;57279;57403;346;1;6;6;0;0;0;0;0;0;0;1,538028824;0;1;-2;6;0;0;0;0;0;0;0;1,538028824;0;0;0;0;0
1;Team_1;Team_2;57404;57954;347;0;3;3;0;0;0;0;0;0;0;0,431912459;0;0;-59;3;0;0;0;0;0;0;0;0,431912459;0;0;0;0;0
1;Team_1;Team_2;57955;59003;348;0;44;11;0;0;0;0;0;0;1;0;4;0;8;11;0;0;0;0;0;0;0;0;4;0;0;0;0
